id,loan_amnt,term,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,acc_now_delinq,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_sats,pub_rec_bankruptcies
35148,12000, 36 months,16.20%,C,Pharmacist,1 year,RENT,141000,Verified,Fully Paid,debt_consolidation,662xx,KS,10.68,0,6,0,0,34962,0,0,0,2,3,0
35149,20000, 60 months,15.61%,C,RN,10+ years,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,165xx,PA,21.82,0,2,0,0,13928,0,0,0,3,7,0
35150,2200, 36 months,17.10%,C,HVAC Technician,10+ years,MORTGAGE,51000,Not Verified,Fully Paid,other,988xx,WA,23.76,0,0,0,0,22485,0,0,1,3,3,0
35151,10825, 36 months,11.99%,B,Ocean Export Coordinator,< 1 year,MORTGAGE,32240,Source Verified,Charged Off,credit_card,534xx,WI,32.95,0,0,0,0,7463,0,0,0,5,5,0
35152,13500, 36 months,14.30%,C,Supervisor,10+ years,MORTGAGE,97000,Source Verified,Fully Paid,credit_card,890xx,NV,10.5,0,1,1,0,18292,0,0,0,2,2,1
35153,14675, 36 months,12.99%,B,Refrigeration Technician,1 year,MORTGAGE,88961,Source Verified,Fully Paid,credit_card,241xx,VA,10.39,0,0,0,0,19670,0,0,0,2,2,0
35154,7200, 36 months,13.67%,B,Director of Security,10+ years,RENT,31000,Verified,Fully Paid,debt_consolidation,809xx,CO,25.16,0,0,1,0,3444,0,0,0,3,4,1
35155,7575, 36 months,12.99%,B,"RN, instructor",4 years,OWN,24000,Verified,Fully Paid,credit_card,859xx,AZ,14.4,0,1,0,0,2589,0,0,0,3,3,0
35156,7800, 36 months,11.99%,B,Architect,5 years,RENT,82000,Not Verified,Fully Paid,credit_card,325xx,FL,13.65,0,0,1,0,2226,0,0,0,3,3,1
35157,10000, 36 months,11.99%,B,Inventory Control,1 year,RENT,65000,Verified,Fully Paid,debt_consolidation,916xx,CA,29.31,0,0,0,0,3513,0,0,0,4,4,0
35158,8725, 36 months,13.67%,B,Teacher,9 years,RENT,40410,Verified,Fully Paid,debt_consolidation,660xx,KS,27.32,1,0,1,0,4597,0,0,0,1,1,1
35159,7500, 36 months,17.10%,C,medical receptionist,4 years,MORTGAGE,28600,Verified,Fully Paid,debt_consolidation,025xx,MA,20.1,0,2,1,0,1566,0,0,1,2,3,1
35160,8000, 36 months,13.67%,B,Server,1 year,RENT,25000,Not Verified,Fully Paid,credit_card,337xx,FL,29.14,0,1,0,0,2288,0,0,0,5,6,0
35161,15000, 36 months,13.67%,B,Manage,7 years,RENT,39000,Verified,Fully Paid,credit_card,330xx,FL,32.18,0,0,0,0,2552,0,0,0,9,9,0
35162,14200, 36 months,15.10%,C,Merchant,2 years,RENT,68000,Not Verified,Fully Paid,debt_consolidation,303xx,GA,20.53,0,1,0,0,2792,0,0,1,4,6,0
35163,15600, 60 months,15.10%,C,Supervisor,10+ years,RENT,43000,Source Verified,Fully Paid,debt_consolidation,088xx,NJ,13.71,0,1,0,0,2507,0,0,0,2,4,0
35164,7500, 36 months,6.97%,A,,n/a,MORTGAGE,79200,Verified,Fully Paid,car,117xx,NY,26.25,0,0,0,0,34702,0,0,0,3,6,0
35165,4800, 36 months,19.52%,D,Logistics Manager,10+ years,MORTGAGE,71000,Not Verified,Fully Paid,other,774xx,TX,10.39,0,0,0,0,17976,0,0,1,4,5,0
35166,28000, 36 months,19.52%,D,Sales Manager,8 years,RENT,98000,Verified,Charged Off,major_purchase,926xx,CA,8.11,1,1,0,0,4969,0,0,0,1,3,0
35167,3000, 36 months,23.10%,E,Team coach,1 year,RENT,60000,Source Verified,Fully Paid,other,221xx,VA,2.98,1,2,3,0,1972,0,0,0,2,4,2
35168,20950, 60 months,25.57%,F,warehouse associate,10+ years,RENT,75000,Source Verified,Charged Off,debt_consolidation,070xx,NJ,17.39,2,1,0,1,2934,0,518,0,3,4,0
35169,21250, 36 months,17.76%,D,Loan Processor,< 1 year,RENT,48000,Verified,Charged Off,debt_consolidation,917xx,CA,12.2,0,0,0,0,2448,0,0,0,6,6,0
35170,26500, 60 months,22.40%,E,Loader,10+ years,RENT,60000,Verified,Charged Off,debt_consolidation,200xx,DC,14.37,0,0,0,0,1339,0,0,3,4,4,0
35171,23000, 36 months,11.99%,B,Senior Business Analyst,3 years,RENT,90000,Source Verified,Fully Paid,credit_card,197xx,DE,10.36,0,0,0,0,2367,0,0,0,7,7,0
35172,4950, 36 months,15.61%,C,Corrections,7 years,MORTGAGE,30000,Verified,Fully Paid,debt_consolidation,458xx,OH,23.24,0,1,1,0,2926,0,0,0,2,2,1
35173,9000, 36 months,12.99%,B,Assistant Manager,3 years,RENT,38000,Not Verified,Fully Paid,debt_consolidation,706xx,LA,19.58,1,1,0,0,2277,0,0,0,3,5,0
35174,3600, 36 months,18.55%,D,INVENTORY CONTROL,10+ years,MORTGAGE,67000,Source Verified,Fully Paid,car,951xx,CA,18.65,0,2,0,0,68912,0,0,0,3,3,0
35175,14400, 36 months,16.20%,C,Nuclear reactor engineer,2 years,MORTGAGE,98800,Source Verified,Fully Paid,credit_card,604xx,IL,11.5,0,4,0,0,24638,0,0,1,3,3,0
35176,17500, 36 months,8.60%,A,IT,10+ years,MORTGAGE,65000,Source Verified,Fully Paid,credit_card,354xx,AL,18.13,0,0,0,0,7533,0,0,0,2,3,0
35177,10200, 36 months,14.30%,C,Logistics Specialist,6 years,RENT,62000,Source Verified,Fully Paid,debt_consolidation,917xx,CA,14.15,0,0,0,0,7761,0,0,2,4,4,0
35178,12000, 60 months,20.20%,D,,n/a,RENT,36000,Verified,Charged Off,debt_consolidation,116xx,NY,23.63,0,0,0,0,3859,0,0,0,3,3,0
35179,10000, 36 months,9.99%,B,Service Manager,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,credit_card,530xx,WI,9.48,0,0,0,0,16322,0,0,0,6,7,0
35180,8400, 36 months,17.10%,C,Server,< 1 year,RENT,50000,Source Verified,Fully Paid,credit_card,852xx,AZ,18.51,0,1,0,0,3609,0,0,0,3,3,0
35181,6000, 36 months,17.10%,C,teacher aide,10+ years,RENT,38000,Source Verified,Fully Paid,other,601xx,IL,25.64,0,2,0,0,4308,0,0,0,1,2,0
35182,7500, 36 months,11.99%,B,sales rep,10+ years,MORTGAGE,50000,Not Verified,Fully Paid,debt_consolidation,815xx,CO,16.46,0,3,0,0,10411,0,0,0,5,8,0
35183,18000, 36 months,11.99%,B,Internet Marketing Consultant,3 years,RENT,50000,Source Verified,Fully Paid,debt_consolidation,802xx,CO,12.43,0,0,0,0,2635,0,0,0,5,5,0
35184,24000, 36 months,6.03%,A,IT Manager,10+ years,MORTGAGE,92000,Source Verified,Fully Paid,debt_consolidation,941xx,CA,24.63,0,0,0,0,16946,0,0,0,13,17,0
35185,13750, 36 months,18.55%,D,,6 years,RENT,48000,Verified,Fully Paid,other,028xx,RI,21.23,0,0,0,0,2317,0,0,0,6,7,0
35186,29175, 60 months,15.10%,C,Loan Processor,10+ years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,850xx,AZ,19.74,0,0,0,0,25437,0,0,0,4,5,0
35187,10000, 60 months,21.70%,E,IT LEAD,4 years,MORTGAGE,40000,Verified,Fully Paid,credit_card,751xx,TX,33.03,0,0,0,0,21571,0,0,0,4,4,0
35188,12000, 60 months,15.61%,C,Chemotherapy Mixer,10+ years,RENT,46000,Verified,Fully Paid,debt_consolidation,971xx,OR,22.67,0,1,0,0,1773,0,0,0,4,7,0
35189,6800, 36 months,15.61%,C,maint. worker,4 years,RENT,26000,Source Verified,Fully Paid,home_improvement,917xx,CA,26.59,0,2,0,0,2309,0,0,0,3,5,0
35190,18000, 36 months,8.60%,A,,8 years,RENT,180000,Source Verified,Fully Paid,debt_consolidation,950xx,CA,3.83,1,0,0,0,4533,0,0,0,2,4,0
35191,20000, 36 months,12.99%,B,Production lead,4 years,MORTGAGE,82000,Verified,Fully Paid,debt_consolidation,840xx,UT,22.39,0,0,0,0,5021,0,0,0,2,5,0
35192,4000, 36 months,17.76%,D,Project Manager,< 1 year,RENT,75000,Verified,Fully Paid,major_purchase,303xx,GA,30.38,0,0,0,0,14236,0,0,0,1,1,0
35193,7925, 36 months,16.20%,C,Associate Information System Analyst,2 years,MORTGAGE,55000,Verified,Fully Paid,debt_consolidation,957xx,CA,26.79,0,1,0,0,45040,0,0,0,1,1,0
35194,5200, 36 months,17.10%,C,CSR,6 years,RENT,30000,Not Verified,Charged Off,medical,731xx,OK,18.79,0,1,0,0,1352,0,0,0,7,9,0
35195,12000, 36 months,9.99%,B,Asst Construction Manager,1 year,MORTGAGE,55150,Not Verified,Fully Paid,home_improvement,945xx,CA,7.81,0,0,0,0,40518,0,0,0,3,3,0
35196,6400, 36 months,17.76%,D,Active Duty,< 1 year,OWN,42000,Verified,Fully Paid,debt_consolidation,770xx,TX,10.6,0,1,0,0,4646,0,0,2,3,3,0
35197,20000, 36 months,17.10%,C,Safety Representative,10+ years,OWN,57500,Source Verified,Fully Paid,home_improvement,773xx,TX,20.06,0,1,0,0,8462,0,0,0,3,4,0
35198,12300, 36 months,18.55%,D,mechanic,1 year,MORTGAGE,98000,Verified,Fully Paid,debt_consolidation,779xx,TX,0.24,0,3,0,0,54,0,0,0,0,0,0
35199,7775, 36 months,11.99%,B,Teacher,10+ years,MORTGAGE,47000,Verified,Fully Paid,credit_card,775xx,TX,24,0,0,0,0,14645,0,0,0,4,5,0
35200,5000, 36 months,13.67%,B,Project Administrator,< 1 year,RENT,41600,Not Verified,Fully Paid,debt_consolidation,972xx,OR,16.88,0,0,0,0,880,0,0,1,0,0,0
35201,12000, 36 months,9.99%,B,INVENTORY SPECIALIST,10+ years,RENT,54000,Source Verified,Fully Paid,debt_consolidation,303xx,GA,23.91,0,0,0,0,2480,0,0,0,4,4,0
35202,15250, 60 months,17.76%,D,Carpenter Leader,10+ years,MORTGAGE,67000,Verified,Fully Paid,debt_consolidation,605xx,IL,15.96,0,1,0,0,8367,0,0,1,4,4,0
35203,17600, 36 months,17.76%,D,Senior Research Associate,2 years,RENT,63000,Verified,Fully Paid,debt_consolidation,078xx,NJ,24.11,0,3,0,0,4751,0,0,0,5,5,0
35204,12000, 36 months,15.61%,C,Technician,10+ years,OWN,95000,Not Verified,Fully Paid,major_purchase,550xx,MN,14.5,0,1,0,0,6202,0,0,0,4,5,0
35205,25000, 60 months,14.30%,C,Information Technology Specialist,10+ years,MORTGAGE,72000,Source Verified,Charged Off,home_improvement,985xx,WA,9.05,0,0,0,0,51429,0,0,0,4,4,0
35206,4000, 36 months,11.99%,B,Paint,5 years,RENT,32000,Not Verified,Fully Paid,credit_card,330xx,FL,19.39,0,0,0,0,5582,0,0,0,3,3,0
35207,7000, 36 months,18.55%,D,R.N. - Care Coordinator for CHDP,10+ years,RENT,78000,Source Verified,Charged Off,other,950xx,CA,17.08,1,0,0,0,4076,0,0,4,3,4,0
35208,26400, 60 months,24.99%,F,SALES MANAGER NORTH AMERICA,1 year,RENT,95000,Source Verified,Charged Off,debt_consolidation,063xx,CT,14.52,0,2,0,0,7112,0,0,0,2,2,0
35209,15000, 36 months,6.03%,A,programmer,1 year,MORTGAGE,115000,Not Verified,Fully Paid,credit_card,300xx,GA,20.29,0,1,0,0,27853,0,0,0,4,4,0
35210,6000, 36 months,11.99%,B,Sales Assistant,3 years,MORTGAGE,29448,Source Verified,Fully Paid,credit_card,986xx,WA,7.86,0,1,1,0,13077,0,0,0,2,3,1
35211,28000, 36 months,7.62%,A,Business Systems Analyst,10+ years,MORTGAGE,84000,Source Verified,Fully Paid,credit_card,967xx,HI,10.03,0,0,0,0,61054,0,0,0,4,5,0
35212,4250, 36 months,15.10%,C,BRANCH MANAGER,7 years,RENT,58000,Not Verified,Fully Paid,debt_consolidation,930xx,CA,19.59,0,0,0,0,6321,0,0,0,3,4,0
35213,16100, 60 months,15.61%,C,Postdoctoral Researcher,< 1 year,RENT,45000,Source Verified,Fully Paid,credit_card,871xx,NM,19.6,0,3,0,0,19814,0,0,0,4,4,0
35214,21600, 60 months,20.20%,D,Field Technician,< 1 year,RENT,48000,Verified,Fully Paid,credit_card,077xx,NJ,12.2,0,0,0,0,2141,0,0,0,4,5,0
35215,8250, 36 months,9.99%,B,Sr. Engineering Technician,3 years,MORTGAGE,86000,Verified,Fully Paid,debt_consolidation,023xx,MA,7.64,0,1,0,0,24353,0,0,3,4,4,0
35216,17000, 36 months,6.03%,A,Material handler ,6 years,MORTGAGE,38000,Not Verified,Fully Paid,debt_consolidation,448xx,OH,0,0,0,0,0,8992,0,0,0,0,3,0
35217,18000, 36 months,9.99%,B,Project Manager,3 years,MORTGAGE,100000,Source Verified,Fully Paid,credit_card,280xx,NC,27.81,0,2,0,0,25976,0,0,0,4,5,0
35218,15000, 36 months,13.67%,B,TEACHER,10+ years,RENT,48000,Verified,Fully Paid,debt_consolidation,916xx,CA,33.27,0,0,0,0,1456,0,0,6,5,6,0
35219,16000, 36 months,9.99%,B,IT Specialist,10+ years,MORTGAGE,126000,Not Verified,Fully Paid,credit_card,201xx,VA,2.64,0,2,0,0,43264,0,0,2,3,6,0
35220,25000, 36 months,16.20%,C,Business Analyst,10+ years,MORTGAGE,60500,Source Verified,Fully Paid,credit_card,761xx,TX,15.43,0,1,0,0,15723,0,0,3,2,3,0
35221,8000, 36 months,15.61%,C,Revenue Analyst,10+ years,MORTGAGE,89000,Source Verified,Fully Paid,credit_card,330xx,FL,9.3,2,0,0,0,34767,0,0,2,3,3,0
35222,14425, 60 months,20.20%,D,filler  operator,10+ years,RENT,49000,Source Verified,Fully Paid,credit_card,226xx,VA,11.09,0,0,0,0,1820,0,0,1,4,4,0
35223,12000, 36 months,17.76%,D,Firefighter,4 years,MORTGAGE,36000,Not Verified,Fully Paid,debt_consolidation,714xx,LA,8.97,1,1,1,0,19578,0,0,0,1,2,1
35224,8500, 36 months,11.99%,B,Labor Relations Manager,7 years,RENT,88000,Not Verified,Fully Paid,credit_card,537xx,WI,9.5,0,0,0,0,6940,0,0,0,1,3,0
35225,13600, 36 months,15.61%,C,Teacher,8 years,MORTGAGE,140000,Not Verified,Charged Off,credit_card,481xx,MI,6.42,2,0,0,0,12015,0,0,4,2,3,0
35226,22750, 60 months,23.10%,E,Technology Coordinator/Teacher,10+ years,RENT,50740,Verified,Charged Off,debt_consolidation,767xx,TX,19.49,0,0,0,0,6158,0,0,0,5,7,0
35227,5075, 36 months,17.10%,C,salesman,8 years,MORTGAGE,26800,Verified,Fully Paid,debt_consolidation,597xx,MT,21.85,0,0,0,0,12692,0,0,0,3,3,0
35228,10000, 60 months,15.10%,C,FOREMAN II,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,credit_card,325xx,FL,22.92,0,1,0,0,9532,0,0,1,2,4,0
35229,26375, 60 months,22.40%,E,PERSONAL LINES MANAGER,9 years,RENT,60000,Source Verified,Fully Paid,debt_consolidation,900xx,CA,26.1,0,0,0,0,7455,0,0,0,3,3,0
35230,12000, 36 months,14.30%,C,,10+ years,MORTGAGE,85000,Verified,Fully Paid,credit_card,591xx,MT,24.33,0,4,0,0,17255,0,0,13,1,2,0
35231,14000, 36 months,17.10%,C,Financial Advisor,3 years,RENT,40000,Source Verified,Fully Paid,other,840xx,UT,22.47,0,0,0,0,2482,0,0,0,3,3,0
35232,28000, 36 months,8.60%,A,CW4,10+ years,MORTGAGE,115000,Verified,Fully Paid,home_improvement,336xx,FL,11.06,0,0,0,0,35441,0,0,0,2,3,0
35233,22550, 60 months,15.61%,C,Detention Lieutenant,10+ years,OWN,64000,Source Verified,Fully Paid,debt_consolidation,325xx,FL,17.79,0,0,0,0,5548,0,0,0,4,5,0
35234,30000, 36 months,14.30%,C,Sr. Software Engineer,10+ years,OWN,125000,Source Verified,Fully Paid,debt_consolidation,600xx,IL,15.24,0,0,0,0,7869,0,0,0,5,6,0
35235,12000, 36 months,6.03%,A,Sr. Product Analyst,8 years,MORTGAGE,100000,Not Verified,Fully Paid,credit_card,631xx,MO,9.86,0,1,0,0,47572,0,0,0,3,4,0
35236,8800, 36 months,14.30%,C,Vice President,4 years,MORTGAGE,75000,Not Verified,Fully Paid,debt_consolidation,554xx,MN,17.86,0,0,0,0,24530,0,0,0,5,5,0
35237,16000, 60 months,12.99%,B,Delivery service representative,6 years,MORTGAGE,65000,Source Verified,Fully Paid,credit_card,604xx,IL,20.77,0,0,0,0,20816,0,0,0,3,4,0
35238,8000, 36 months,13.67%,B,driver,6 years,RENT,24000,Not Verified,Charged Off,car,330xx,FL,7.3,0,1,0,0,1065,0,0,0,3,3,0
35239,6000, 36 months,10.99%,B,ORDER PICKER,10+ years,OWN,25000,Not Verified,Fully Paid,debt_consolidation,229xx,VA,8.45,0,0,0,0,1157,0,0,0,2,3,0
35240,15000, 36 months,13.67%,B,Chief Investigator,10+ years,MORTGAGE,75000,Not Verified,Fully Paid,debt_consolidation,355xx,AL,20.4,0,1,0,0,4835,0,0,0,7,7,0
35241,15000, 60 months,15.61%,C,machanic,5 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,334xx,FL,26.79,0,0,0,0,4427,0,0,0,6,6,0
35242,6000, 36 months,9.99%,B,Teacher,10+ years,RENT,62000,Verified,Fully Paid,other,315xx,GA,11.67,0,1,0,0,104400,0,0,0,1,3,0
35243,4500, 36 months,20.20%,D,SL interiors,10+ years,MORTGAGE,78000,Source Verified,Fully Paid,other,183xx,PA,11.98,0,2,0,0,43528,0,0,0,2,4,0
35244,11100, 36 months,15.10%,C,Medical Biller,< 1 year,MORTGAGE,32000,Verified,Fully Paid,debt_consolidation,224xx,VA,7.5,0,5,1,0,21266,0,0,0,3,3,1
35245,18200, 36 months,10.99%,B,ANCOIC,10+ years,MORTGAGE,50400,Source Verified,Fully Paid,debt_consolidation,820xx,WY,26.5,0,0,0,0,31759,0,0,0,2,2,0
35246,12000, 36 months,10.99%,B,Relationship Manager,7 years,MORTGAGE,98000,Not Verified,Fully Paid,credit_card,958xx,CA,8.84,0,2,0,0,24143,0,0,0,3,4,0
35247,12000, 36 months,11.99%,B,Director of Operations,10+ years,MORTGAGE,56000,Source Verified,Fully Paid,credit_card,481xx,MI,28.35,0,1,1,0,15555,0,0,1,4,6,1
35248,29100, 60 months,17.10%,C,Millwright,4 years,MORTGAGE,65000,Verified,Fully Paid,debt_consolidation,021xx,MA,14.33,0,1,0,0,51666,0,0,0,3,5,0
35249,11025, 36 months,15.10%,C,Claims Associate,1 year,OWN,40000,Not Verified,Fully Paid,credit_card,145xx,NY,23.63,0,0,0,0,2290,0,0,0,4,5,0
35250,21000, 36 months,10.99%,B,firm administrator,5 years,MORTGAGE,107500,Source Verified,Fully Paid,debt_consolidation,853xx,AZ,17.75,0,1,0,0,14221,0,0,3,6,7,0
35251,3600, 36 months,14.30%,C,sales,2 years,RENT,17000,Verified,Charged Off,debt_consolidation,330xx,FL,33.33,0,0,0,0,3476,0,0,0,4,4,0
35252,12800, 60 months,22.40%,E,Parts Person,< 1 year,RENT,40000,Verified,Charged Off,home_improvement,221xx,VA,13.68,0,2,0,0,29907,0,0,0,2,2,0
35253,20000, 36 months,14.30%,C,Cartographer,10+ years,MORTGAGE,47000,Verified,Fully Paid,debt_consolidation,305xx,GA,15.53,0,1,0,0,15200,0,0,0,3,3,0
35254,10000, 60 months,16.20%,C,welder,2 years,MORTGAGE,46000,Source Verified,Fully Paid,debt_consolidation,363xx,AL,32.87,0,2,0,0,6317,0,0,0,5,6,0
35255,15000, 36 months,10.99%,B,Materials Planner,10+ years,MORTGAGE,55000,Not Verified,Fully Paid,debt_consolidation,421xx,KY,25.18,0,0,0,0,5447,0,0,0,4,4,0
35256,17325, 60 months,14.30%,C,lobby director,10+ years,MORTGAGE,40000,Verified,Fully Paid,home_improvement,076xx,NJ,19.72,0,0,0,0,10005,0,0,0,6,6,0
35257,10000, 36 months,12.99%,B,Supervisor,1 year,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,335xx,FL,19.5,0,0,0,0,18365,0,0,0,3,4,0
35258,21000, 60 months,17.76%,D,Material Support Supervisor,10+ years,MORTGAGE,72315,Verified,Fully Paid,debt_consolidation,080xx,NJ,27.35,0,0,1,0,2290,0,0,6,1,2,0
35259,7750, 36 months,12.99%,B,New Car Porter,2 years,RENT,24000,Not Verified,Fully Paid,credit_card,482xx,MI,29,0,0,0,0,7183,0,0,0,3,3,0
35260,23500, 36 months,19.20%,D,,n/a,RENT,52481.62,Source Verified,Charged Off,debt_consolidation,297xx,SC,29.27,0,1,0,0,3117,0,0,0,4,4,0
35261,35000, 60 months,20.20%,D,REGISTERED NURSE,7 years,MORTGAGE,120000,Source Verified,Fully Paid,debt_consolidation,954xx,CA,19.47,0,0,0,0,15716,0,0,0,3,4,0
35262,6500, 36 months,13.67%,B,Administrative Assistant,< 1 year,RENT,23439,Verified,Fully Paid,debt_consolidation,218xx,MD,31.85,0,1,0,0,3520,0,0,0,3,3,0
35263,21725, 36 months,12.99%,B,Superintendent,< 1 year,MORTGAGE,48560,Verified,Fully Paid,credit_card,773xx,TX,30.8,1,0,0,0,22776,0,0,0,3,4,0
35264,10000, 36 months,11.99%,B,Loss Prevention Manager,9 years,MORTGAGE,37000,Not Verified,Fully Paid,debt_consolidation,953xx,CA,25.56,0,0,0,0,17012,0,0,0,4,4,0
35265,16000, 36 months,11.99%,B,Attorney,8 years,RENT,125000,Verified,Fully Paid,debt_consolidation,330xx,FL,18.42,0,0,0,0,14368,0,0,11,3,3,0
35266,8975, 36 months,10.99%,B,tax clerk,10+ years,OWN,27000,Not Verified,Fully Paid,debt_consolidation,156xx,PA,25.33,0,0,0,0,1652,0,0,0,4,5,0
35267,18500, 36 months,12.99%,B,Financial Auditor,3 years,RENT,45300,Verified,Fully Paid,credit_card,235xx,VA,19.47,0,0,0,0,3255,0,0,0,4,5,0
35268,2925, 36 months,21.00%,E,Sales,10+ years,RENT,38000,Verified,Fully Paid,other,400xx,KY,33.47,1,0,0,0,5038,0,0,0,2,2,0
35269,8000, 36 months,10.99%,B,Counselor A,10+ years,RENT,75000,Not Verified,Fully Paid,debt_consolidation,380xx,TN,15.38,0,1,1,0,3154,0,0,0,6,6,1
35270,17050, 60 months,17.10%,C,Production,10+ years,OWN,38000,Verified,Charged Off,debt_consolidation,293xx,SC,28.99,0,0,0,0,1564,0,0,0,4,4,0
35271,15000, 60 months,14.30%,C,LDS,4 years,MORTGAGE,45000,Verified,Fully Paid,debt_consolidation,551xx,MN,10.37,0,1,0,0,21107,0,0,0,3,3,0
35272,35000, 60 months,17.76%,D,Information Security Officer,10+ years,MORTGAGE,120000,Source Verified,Fully Paid,credit_card,338xx,FL,21.65,0,0,0,0,27055,0,0,0,3,5,0
35273,8000, 36 months,12.99%,B,Senior QA Engineer,3 years,MORTGAGE,102000,Verified,Fully Paid,debt_consolidation,923xx,CA,16.46,0,1,0,0,30324,0,0,1,5,6,0
35274,26300, 60 months,11.99%,B,Assistant Professor,10+ years,MORTGAGE,89000,Verified,Fully Paid,debt_consolidation,720xx,AR,16.07,0,0,0,0,28284,0,0,0,4,5,0
35275,23500, 60 months,9.25%,A,Sports Information Director,10+ years,MORTGAGE,56000,Verified,Fully Paid,debt_consolidation,430xx,OH,20.86,0,0,0,0,12803,0,0,0,6,7,0
35276,31500, 60 months,17.10%,C,Director of Operations,10+ years,MORTGAGE,126000,Source Verified,Fully Paid,credit_card,631xx,MO,17.12,0,2,0,0,18939,0,0,0,6,7,0
35277,5000, 36 months,9.99%,B,Director of Sales,10+ years,MORTGAGE,140000,Source Verified,Fully Paid,debt_consolidation,300xx,GA,23.19,0,4,0,0,25616,0,0,0,3,4,0
35278,13225, 36 months,14.30%,C,Porter,10+ years,RENT,45000,Verified,Fully Paid,debt_consolidation,104xx,NY,12,0,0,0,0,3906,0,0,0,2,2,0
35279,5000, 36 months,22.40%,E,Physical Therapist,2 years,RENT,40000,Not Verified,Charged Off,credit_card,331xx,FL,19.23,0,3,0,0,2981,0,0,0,3,3,0
35280,8575, 36 months,18.55%,D,TRAIN OPERATOR,10+ years,MORTGAGE,98000,Source Verified,Fully Paid,other,106xx,NY,26.49,1,0,0,1,65406,0,26667,1,1,1,0
35281,4800, 36 months,20.20%,D,"Senior Manager, HR",< 1 year,RENT,95000,Verified,Fully Paid,other,112xx,NY,0.54,0,1,1,0,586,0,0,0,2,2,0
35282,18575, 36 months,9.99%,B,IT Service Desk Support Lead,9 years,RENT,41309,Source Verified,Fully Paid,debt_consolidation,377xx,TN,20.16,0,0,0,0,1471,0,0,0,6,7,0
35283,18000, 60 months,15.61%,C,Training Specialist,10+ years,MORTGAGE,93750,Verified,Fully Paid,credit_card,706xx,LA,26.78,0,1,0,0,21250,0,0,2,1,3,0
35284,8500, 36 months,9.25%,A,Medical Billing,10+ years,MORTGAGE,47216,Verified,Fully Paid,debt_consolidation,207xx,MD,15.38,0,0,0,0,34037,0,0,0,4,4,0
35285,35000, 60 months,23.10%,E,Sr. Service Desk Technician,1 year,RENT,97000,Verified,Charged Off,debt_consolidation,940xx,CA,18.9,1,1,0,0,3838,0,0,0,8,9,0
35286,12000, 36 months,15.61%,C,Client Delivery Executive,2 years,RENT,96369,Verified,Fully Paid,debt_consolidation,750xx,TX,7.8,2,2,0,0,4760,0,0,1,1,2,0
35287,2500, 36 months,17.76%,D,Manager-Director of Tennis,10+ years,RENT,48000,Source Verified,Fully Paid,credit_card,926xx,CA,29.58,2,0,0,0,3970,0,0,2,3,3,0
35288,12000, 36 months,9.99%,B,Yard Supervisor,4 years,RENT,45000,Not Verified,Charged Off,debt_consolidation,550xx,MN,8.64,0,0,0,0,2656,0,0,0,2,4,0
35289,15900, 60 months,11.99%,B,Controls Manager ATT Ga.,4 years,MORTGAGE,59090,Verified,Fully Paid,debt_consolidation,301xx,GA,28.07,0,1,0,0,15995,0,0,0,4,4,0
35290,15000, 60 months,9.99%,B,Property Manager,10+ years,OWN,75000,Source Verified,Fully Paid,credit_card,922xx,CA,13.94,1,1,0,0,9855,0,0,1,7,9,0
35291,5525, 36 months,11.99%,B,Engineering Manager,1 year,MORTGAGE,129000,Not Verified,Fully Paid,debt_consolidation,786xx,TX,6.09,0,2,0,0,23795,0,0,0,3,3,0
35292,20000, 36 months,13.67%,B,Branch manager,2 years,MORTGAGE,85000,Source Verified,Fully Paid,debt_consolidation,070xx,NJ,9.54,0,1,0,0,3095,0,0,0,6,6,0
35293,4000, 36 months,17.76%,D,Mortgage Banker,4 years,RENT,80000,Not Verified,Charged Off,moving,606xx,IL,13.98,0,0,0,0,4419,0,0,1,2,3,0
35294,8500, 36 months,10.99%,B,Secretary,< 1 year,RENT,25384,Source Verified,Fully Paid,debt_consolidation,032xx,NH,24.16,0,1,0,0,2817,0,0,0,2,3,0
35295,16800, 36 months,17.76%,D,pkg driver,10+ years,MORTGAGE,120000,Verified,Fully Paid,debt_consolidation,906xx,CA,11.53,1,1,0,0,22405,0,0,0,2,2,0
35296,19000, 60 months,16.20%,C,customer/sales rep,7 years,RENT,49000,Verified,Charged Off,debt_consolidation,920xx,CA,17.27,3,0,0,0,2106,0,0,1,2,5,0
35297,11100, 36 months,7.62%,A,IT SPECIALIST,10+ years,OWN,52600,Verified,Fully Paid,debt_consolidation,330xx,FL,15.26,0,0,0,0,43982,0,0,0,3,5,0
35298,8000, 36 months,23.40%,E,Production Mngr.,7 years,MORTGAGE,45500,Not Verified,Fully Paid,credit_card,371xx,TN,20.15,0,3,0,0,12764,0,0,0,1,1,0
